,Image,Accuracy,F1,Jaccard,Recall,Precision
0,6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397.jpg,0.99481201171875,0.9327265532251682,0.8739340007415647,0.8791495710555762,0.9932574799831437
1,54cb3328e778d87f76062b0550e3bc190f46384acd8efbe58c297265d1906e84.jpg,0.9842376708984375,0.8678182981445938,0.766500904159132,0.7965703547098896,0.9530635188308039
2,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2.jpg,0.9640045166015625,0.9168458528675667,0.846459255402239,0.8583025343189018,0.9839600514488915
3,f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f.jpg,0.9975433349609375,0.9482148600836283,0.9015290519877676,0.9229805886036319,0.9748677248677249
4,fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae.jpg,0.9984588623046875,0.901655306718598,0.8209219858156028,0.8574074074074074,0.9507186858316222
5,2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d.jpg,0.9590911865234375,0.8834398504412851,0.7912156374114165,0.7965503724029792,0.9916064805777864
6,0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.jpg,0.994354248046875,0.5066666666666666,0.3392857142857143,0.3392857142857143,1.0
7,4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607.jpg,0.8098297119140625,0.7868588921382519,0.6486128341039811,0.9814419795221843,0.6566665715182828
8,6d327ab4f0e3604fa6e9b8041c7e6db86ab809890d886c691f6e59c9168b7fbe.jpg,0.8561859130859375,0.7862472501304062,0.6477820546358235,0.9885372112917024,0.6526846901122072
9,7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97.jpg,0.662933349609375,0.08575449052230776,0.0447980627864741,0.0447980627864741,1.0
10,8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63.jpg,0.997955322265625,0.9143222506393862,0.8421672555948174,0.8645707376058042,0.9701492537313433
11,1b6044e4858a9b7cee9b0028d8e54fbc8fb72e6c4424ab5b9f3859bfc72b33c5.jpg,0.9922027587890625,0.9536844013414303,0.9114691614691615,0.9270484581497798,0.9818962299365435
12,aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615.jpg,0.9979400634765625,0.943820224719101,0.8936170212765957,0.9028662420382165,0.988666085440279
13,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034.jpg,0.7238922119140625,0.056815220224133434,0.029238197424892705,0.029238197424892705,1.0
14,54fe2d3416951cbc48f8718624c86a7ae58b6022a7fa75591b13f625cf53658b.jpg,0.9937591552734375,0.9368729742244173,0.8812427409988386,0.8884660421545667,0.990858635324845
15,9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f.jpg,0.9958953857421875,0.9047113000354234,0.8260025873221216,0.8270725388601037,0.9984362783424551
16,ad9d305cbf193d4250743ead466bdaefe910835d7e352c544e22320e8336f5c1.jpg,0.9516754150390625,0.8018023656048563,0.6691737177478324,0.6829424307036247,0.9707531444158206
17,e414b54f2036bcab61b9c0a966f65adf4b169097c13c740e03d6292ac076258c.jpg,0.61480712890625,0.6032938366282177,0.43194041270055583,0.9724896139426487,0.43728357936941864
18,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd.jpg,0.6859893798828125,0.12104386451971128,0.0644208037825059,0.0644208037825059,1.0
19,b1eb0123fe2d8c825694b193efb7b923d95effac9558ee4eaf3116374c2c94fe.jpg,0.876617431640625,0.29095054366888806,0.1702411493073371,0.1766396933560477,0.8245526838966203
20,f9ac03b0344ce8c48bc058448541f9211a1e5f4c94fdaf633dd534328d8610ab.jpg,0.99688720703125,0.9663920922570017,0.9349697162894485,0.9461290322580646,0.9875420875420875
21,ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c.jpg,0.9880523681640625,0.9471552945940473,0.8996153846153846,0.9356,0.9589995899959
22,28d33efef218392e79e385906deb88055d94b65ad217de78c07e85476f80f45a.jpg,0.7091522216796875,0.15212846403629732,0.08232632035048866,0.08233424815831288,0.9988317757009346
23,0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275.jpg,0.7608184814453125,0.19685402469641852,0.1091725392134576,0.1091725392134576,1.0
24,e5f8ad0f0a43af8ca57e31e16800108abdfb44a7e962a71d246f72d2dbde42bf.jpg,0.9989013671875,0.9693617021276596,0.9405450041288191,0.9547359597652976,0.9844425237683665
25,2227fd9b01d67c2bcdb407d3205214e6dfeff9fd0725828e3b3651959942ff4a.jpg,0.9773406982421875,0.8408530704104598,0.7254068047337278,0.7938081748280048,0.8938254727728412
26,c00ae67f72816daee468474026e30705003b2d3501f123579a4f0a6366b66aa1.jpg,0.9881134033203125,0.9279704114655571,0.8656201483525962,0.9043070823571815,0.9529054310672237
27,3852c7e45bd885b9537e276861ab50b99bb42f0f8e717d2f88174c62862ca3ff.jpg,0.9845733642578125,0.8608013217678646,0.7556200145032632,0.7919939194324803,0.9427020506634499
28,3ebd2ab34ba86e515feb79ffdeb7fc303a074a98ba39949b905dbde3ff4b7ec0.jpg,0.9730377197265625,0.9405870683568138,0.8878380093944395,0.9100195185426155,0.9732795212580893
29,538b7673d507014d83af238876e03617396b70fe27f525f8205a4a96900fbb8e.jpg,0.9026947021484375,0.5819183111519045,0.4103559870550162,0.9224693410933278,0.42501436506416396
30,93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77.jpg,0.99993896484375,0.9791666666666666,0.9591836734693877,0.9591836734693877,1.0
31,58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921.jpg,0.9940338134765625,0.6700421940928271,0.5038071065989848,0.6616666666666666,0.6786324786324787
32,d6a880b1f6056f3086679de5c810e7af87cdf3bbbd0533a83e3681817fce40fc.jpg,0.9037017822265625,0.756810912874263,0.6087657305808691,0.6109624836682636,0.9941283660660053
33,a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb.jpg,0.98822021484375,0.9277424185698241,0.8652234636871509,0.8821644713421146,0.9782866166600869
34,358e47eaa1e9222252793fe0fb8c77028d4e0d4360b95a07c9fe6df6a2066556.jpg,0.9053955078125,0.764419788737746,0.6186727351005596,0.6247050055893678,0.9846319498825372
35,693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352.jpg,0.851593017578125,0.6414774402831024,0.47218755087643133,0.47218755087643133,1.0
36,01d44a26f6680c42ba94c9bc6339228579a95d0e2695b149b7cc0c9592b21baf.jpg,0.6195068359375,0.2660269617943133,0.15342047190629773,0.9940607127144743,0.1535612341987223
37,1ee4a111f0e0bb9b001121b94ff98ca736fad03797b25285fe33a47046b3e4b0.jpg,0.99249267578125,0.8516284680337756,0.7415966386554622,0.7522642514651039,0.9812369701181376
38,0bf4b144167694b6846d584cf52c458f34f28fcae75328a2a096c8214e01c0d0.jpg,0.888641357421875,0.7504445356312406,0.6005692080345904,0.6021180860403863,0.9957350272232305
39,2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5.jpg,0.9976959228515625,0.9417662938681063,0.8899416909620991,0.8958180484225972,0.9926829268292683
40,da79a2b105f055ce75404a04bf53bbb51d518d9381af7b4ac714c137f101d920.jpg,0.987030029296875,0.8627704229899904,0.7586598523566156,0.813889734998477,0.9178976296805221
41,c53326fe49fc26b7fe602b9d8c0c2da2cb157690b44c2b9351a93f8d9bd8043d.jpg,0.9706268310546875,0.8578601491545447,0.7510990431859322,0.7818304172274563,0.9502699165712416
42,e81c758e1ca177b0942ecad62cf8d321ffc315376135bcbed3df932a6e5b40c0.jpg,0.8375396728515625,0.6626105143074438,0.4954506681831106,0.5030069761847487,0.970571852952098
43,5b0bde771bc67c505d1b59405cbcad0a2766ec3ee4e35852e959552c1b454233.jpg,0.997955322265625,0.9077134986225895,0.8310214375788146,0.966275659824047,0.8558441558441559
44,319b6cb8b0d24b38db5e3c6fbb13b062e2766d9af5ff9bccb8f439ac0d870e52.jpg,0.9911041259765625,0.9238406270411497,0.8584607914542365,0.9339672477548864,0.9139312483845955
45,7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23.jpg,0.7506866455078125,0.374823034245265,0.2306352121297735,0.2306352121297735,1.0
46,4ee5850b63549794eb3ecd3d5f5673164ac16936e36ecc3700da886e3b616149.jpg,0.9788818359375,0.942024128686327,0.8904022806461831,0.9065548657582843,0.9803818990321737
47,670ebd9d674be236b9bf0b28650ad3f68e1891b06e16a9021fd069ca7ef32b78.jpg,0.7511749267578125,0.07812764995194754,0.04065184139310507,0.04065184139310507,1.0
48,4327d27591871e9c8d317071a390d1b3dcedad05a9746175b005c41ea0d797b2.jpg,0.746185302734375,0.1141761635956971,0.06054444820964645,0.060609487193984284,0.9825847846012832
49,6c67b78e8164801059375ed9a607f61e67a7ae347e92e36a7f20514224541d56.jpg,0.82354736328125,0.7343319242786253,0.5801931314891454,0.9787494641435482,0.587595132173977
50,6fb82031f7fc5f4fa6e0bc2ef3421db19036b5c2cdd2725009ab465d66d61d72.jpg,0.9969024658203125,0.9115468409586056,0.8374699759807847,0.8601973684210527,0.969416126042632
51,33618678c167c5e07be02c49d0c43bcd90493ba5d83110a631409a4d3ccc1e51.jpg,0.7686614990234375,0.04713720067877569,0.024137487126673532,0.024137487126673532,1.0
52,0bf33d3db4282d918ec3da7112d0bf0427d4eafe74b3ee0bb419770eefe8d7d6.jpg,0.5362396240234375,0.34380465056026943,0.20758701603441532,0.9842996662133762,0.2082766558543476
53,e1bcb583985325d0ef5f3ef52957d0371c96d4af767b13e48102bca9d5351a9b.jpg,0.9974517822265625,0.8546562228024369,0.7462006079027356,0.8480138169257341,0.8614035087719298
54,514ccfc78cb55988a238d3ac9dc83460aa88382c95d56bcc0559962d9fe481ef.jpg,0.7239837646484375,0.10543494387023393,0.05565126598799269,0.05565126598799269,1.0
55,4e23ecf65040f86420e0201134e538951acdeda84fbb274311f995682044dd64.jpg,0.495208740234375,0.2742947396130391,0.1589464585346011,0.9930114358322745,0.1591244591499109
56,9d429167633b4d9d7f41544a461975cf8e688a3affa6a8916799202874809f2a.jpg,0.9972686767578125,0.9365023057821923,0.8805870580386924,0.8937034529451591,0.9836065573770492
57,f67e72b7fe0b1e3648ea745ffd395c80705c89b0c0c48227991fe6f5815b2a18.jpg,0.9955902099609375,0.931662331520454,0.8720672864099159,0.8775055679287305,0.9929435483870968
58,b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38.jpg,0.96759033203125,0.8918203117041866,0.8047614670466036,0.8093741333086808,0.9929681297493479
59,4ae4f936a9ade472764dad80f60f7168e4be067aa66ce9d06d60ebe34951dca4.jpg,0.5478515625,0.3679180887372014,0.22542869092429946,0.9949238578680203,0.22568826546634566
60,4185b9369fc8bdcc7e7c68f2129b9a7442237cd0f836a4b6d13ef64bf0ef572a.jpg,0.991943359375,0.9568909209666884,0.9173450219160927,0.9343112244897959,0.9805890227576974
61,40946065f7e4b6038599fbfd419f2a67e7635b6f89db3ed6c0d67c8801521af1.jpg,0.761383056640625,0.5244206556778784,0.3553998351195383,0.9812222601570502,0.35783357543058725
62,ce9e1a58b58940039ae841466198b72ea21cc90584039a9294b47f5aef17ddfa.jpg,0.9868316650390625,0.8832363685563522,0.7908892658105161,0.8109316770186336,0.9696969696969697
63,eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3.jpg,0.9972076416015625,0.9382382720215997,0.8836617927527018,0.8933161953727506,0.9879175550817342
64,45f059cf21d85ecfce0eb93260516f1e2443d210e9a52f9ae2271d604aa3fcc5.jpg,0.80120849609375,0.7889860706187237,0.6515086668093302,0.9693158753532057,0.6652281976347199
65,62057502c387145ed4f8f7f0d5e5bedcb72d3bcec15fa71cb0310dee32871461.jpg,0.98077392578125,0.9389357371328875,0.8848999725952316,0.8991089660293299,0.9824543610547667
66,afa272dc01825d4b929b3bfc79a10f68dd3c163c450d858b964d1ce0bc93e131.jpg,0.9965057373046875,0.9681634922841652,0.938291565615737,0.9423545331529093,0.9954259576901087
67,5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed.jpg,0.971282958984375,0.9414800995024876,0.8894307032489278,0.91215279869856,0.9727558953929191
68,6b61ab2e3ff0e2c7a55fd71e290b51e142555cf82bc7574fc27326735e8acbd1.jpg,0.963226318359375,0.8961564977593933,0.8118510422359279,0.8465483555845001,0.9519406810692054
69,e4fc936ba57a936aaa5941ccc70946ab18fcebcb6e8d85a097c584aff9ca4d88.jpg,0.964752197265625,0.7930849158007881,0.6571174113106724,0.6591721262656343,0.9952787769784173
70,ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169.jpg,0.960296630859375,0.9028814571513885,0.822957066067905,0.8312714776632303,0.9879921581440941
71,6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011.jpg,0.989105224609375,0.7683322517845554,0.6238145416227608,0.8268156424581006,0.7175757575757575
72,5b2ccfb94dedf2ec8797c0404fc324888e35ab903c41bb26f070552033ca8e6c.jpg,0.9605865478515625,0.8690095846645367,0.768361581920904,0.8009722352061326,0.9496785635114166
73,5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51.jpg,0.6138763427734375,0.582804385458742,0.41123778501628666,0.9867686467172845,0.4135180029478511
74,a102535b0e88374bea4a1cfd9ee7cb3822ff54f4ab2a9845d428ec22f9ee2288.jpg,0.9083404541015625,0.4756917168543249,0.3120705451213926,0.8810216618170061,0.32580105212816834
75,8de0b1a2e8f614af29fe5fafeaa5bdf55e6b3e65edf36355f19b707f7649ce2b.jpg,0.9964447021484375,0.9466452942523472,0.898695652173913,0.9109739973556633,0.9852240228789323
76,d32ea6d318626ca14a967d0c1ad3218aebfe636624a8d1173f5150dde8ff38cf.jpg,0.9979248046875,0.9544235924932976,0.9128205128205128,0.9187096774193548,0.99302649930265
77,0ddd8deaf1696db68b00c600601c6a74a0502caaf274222c8367bdc31458ae7e.jpg,0.9150848388671875,0.6994653561592051,0.537829083963126,0.538948069241012,0.9961544377788033
78,9520aff4efe87bd8f3901652fa2dde9b4bc9c679325966145ce00c1ca33f35de.jpg,0.8787841796875,0.34917253809601834,0.2115136476426799,0.21191328560063644,0.9911627906976744
79,02903040e19ddf92f452907644ad3822918f54af41dd85e5a3fe3e1b6d6f9339.jpg,0.826568603515625,0.45664021416961464,0.29587411720976337,0.2959657928983082,0.9989541936833298
80,6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7.jpg,0.9969024658203125,0.9469835466179158,0.8993055555555556,0.9384057971014492,0.955719557195572
81,bfe8ef193a68a0a86a5e4ae1ddc27bda3f9ffe170494395be4030ba72737c565.jpg,0.8851470947265625,0.6590878210063862,0.4915219887860569,0.49155519524388597,0.9998625807338188
82,573e1480b500c395f8d3f1800e1998bf553af0d3d43039333d33cf37d08f64e5.jpg,0.9945220947265625,0.8972818311874106,0.813700051894136,0.8226652675760755,0.986784140969163
83,9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9.jpg,0.99493408203125,0.8540017590149517,0.7452033768227168,0.8084929225645295,0.9049394221808015
84,0e4c2e2780de7ec4312f0efcd86b07c3738d21df30bb4643659962b4da5505a3.jpg,0.5733489990234375,0.5724160078295842,0.40096835700666283,0.9885385306079333,0.40284115368058543
85,df9a4212ecb67bb4e58eba62f293b91f9d6f1dde73e38fa891c75661d419fc97.jpg,0.9603271484375,0.7318481848184819,0.5770982433311646,0.5781326380967899,0.9969092441697106
86,1e488c42eb1a54a3e8412b1f12cde530f950f238d71078f2ede6a85a02168e1f.jpg,0.70941162109375,0.5674570727718724,0.3961187214611872,0.9876660341555977,0.39808795411089865
87,8e507d58f4c27cd2a82bee79fe27b069befd62a46fdaed20970a95a2ba819c7b.jpg,0.693267822265625,0.06736568618353903,0.03485692337238333,0.9958847736625515,0.034861944777911165
88,091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d.jpg,0.4576873779296875,0.00859159251304081,0.004314329738058551,0.1844311377245509,0.004398240703718513
89,ce88df7356d9d4a8d5944a93768f4c4b593de2d35616f7448c2b37b9fd60dd1f.jpg,0.9925384521484375,0.9459608796552106,0.8974627804571189,0.9322587671531257,0.9600717810677434
90,abd8dde78f8d37b68b28da67459371ed65f0a575523e94bc4ecbc88e6fedf0d0.jpg,0.7519073486328125,0.5039509412087744,0.3368545558365283,0.9839170836311651,0.33871959972111715
91,4948e3dfe0483c2198b9616612071ead5474dffd223071cf0a567aea9aca0b9e.jpg,0.7870025634765625,0.3724317762891696,0.22882713662228607,0.22915629322268327,0.9937619961612284
92,94a5a37c3b1153d5c5aef2eca53c960b9f21f2ef1758209d7ec502ec324b03a3.jpg,0.9987335205078125,0.9619091326296466,0.9266136162687887,0.9390681003584229,0.9858889934148636
93,b0defa611b75645c0283464ee4163917bad382d335b61e8509f065bf371fa15f.jpg,0.852813720703125,0.45093351548269583,0.291100169030646,0.291442866602899,0.9959768669851647
94,4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2.jpg,0.9928436279296875,0.8758930934109553,0.7791902071563088,0.7828760643330179,0.993993993993994
95,aa58ba4512955771b4f9b459cb4e6a8adb71d11cd6cae662ec2df31d688a5fe0.jpg,0.56744384765625,0.4845255846092301,0.319718749250078,0.9928459646769506,0.3204570054119062
96,4c032609d377bd980e01f888e0b298600bf8af0e33c4271a1f3aaf76964dce06.jpg,0.80340576171875,0.4111517367458867,0.25877344379242895,0.25877344379242895,1.0
97,7f4d7b549d0f1a110191e2aded872943d85892bc30667f19fe9de97a5370b08e.jpg,0.997894287109375,0.9514767932489451,0.9074446680080482,0.9191576086956522,0.9861516034985423
98,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0.jpg,0.9529876708984375,0.8481742472773863,0.7363737486095662,0.7798821930222021,0.9295744221214085
99,4d40de30a3db3bc4f241cb7f48e8497c11e8f20a99bf55788bdce17242029745.jpg,0.9925994873046875,0.9216604748828946,0.8547034152186939,0.8946378174976481,0.9503664223850766
100,3bfd6bb152310f93daa6f4e1867c10572946e874b3a30c9ba8e0fcdeb590300b.jpg,0.9400634765625,0.7378886961163752,0.5846462937506609,0.5852032176121931,0.9983748645720477
101,6bd18a218d25247dc456aed124c066a6397fb93086e860e4d04014bfa9c9555d.jpg,0.9861907958984375,0.9151429910923582,0.8435609334485739,0.8492864601461887,0.9920715592600122
102,ba3997edd3fcb2f823ecdf870d2b607f08bff848f72a5cf72340bae5aca7c5ce.jpg,0.9881439208984375,0.9338441890166028,0.8758984187829421,0.9009364218827008,0.9692470837751855
103,23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e.jpg,0.964019775390625,0.8532121513944223,0.744001737053523,0.7771603538217283,0.9457631796853436
104,2e2d29fc44444a85049b162eb359a523dec108ccd5bd75022b25547491abf0c7.jpg,0.7728729248046875,0.6859903381642513,0.5220588235294118,0.9831297617607934,0.5267779037745018
105,245b995878370ef4ea977568b2b67f93d4ecaa9308761b9d3e148e0803780183.jpg,0.8134613037109375,0.663566062140518,0.49651991268893375,0.502689404995205,0.9758782580540716
106,564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92.jpg,0.9865875244140625,0.9142187957450961,0.8419917310803523,0.8947468958930277,0.9345570630486831
107,ff3e512b5fb860e5855d0c05b6cf5a6bcc7792e4be1f0bdab5a00af0e18435c0.jpg,0.99249267578125,0.8598290598290598,0.7541229385307346,0.7605846774193549,0.9888597640891219
108,449a9c32e53a37c8a86e01c199155c8da3958b631088e10f6fe43c2119defe51.jpg,0.979461669921875,0.9474177670130479,0.9000890736342043,0.9211485870556062,0.9752292102300145
109,6af82abb29539000be4696884fc822d3cafcb2105906dc7582c92dccad8948c5.jpg,0.9875946044921875,0.9119272018199545,0.8381123058542413,0.9136097243325374,0.9102508650519031
110,953211bcc0192e2298087d30e708dba68def9e0c13a3ff3326a18b0962c63adc.jpg,0.7490997314453125,0.582823798046429,0.41125711625908556,0.9696099949349991,0.41662737132286265
111,a486f6ed4b8781e7883e433d06a83dd66db3e8b36d45b9976c4214820ee22629.jpg,0.9647216796875,0.8475537386258737,0.735438837395583,0.7396708481988722,0.9922803767176162
112,7b5987a24dd57325e82812371b3f4df7edc528e0526754ba94cf3a1ea4df25d2.jpg,0.9037322998046875,0.7773425092641609,0.6357810876342224,0.644298835780729,0.9796299590820139
113,adc315bd40d699fd4e4effbcce81cd7162851007f485d754ad3b0472f73a86df.jpg,0.902313232421875,0.1429718875502008,0.07698961937716263,0.08841059602649007,0.3734265734265734
114,7f55678298adb736987d9fb5d1d2daefb08fe5bf4d81b2380bedf9449f79cc38.jpg,0.5560455322265625,0.571672530805129,0.40023912102409764,0.9762180099552517,0.40418002414754983
115,2869fad54664677e81bacbf00c2256e89a7b90b69d9688c9342e2c736ff5421c.jpg,0.8292083740234375,0.28428927680798,0.16569767441860464,0.16569767441860464,1.0
116,0d3640c1f1b80f24e94cc9a5f3e1d9e8db7bf6af7d4aba920265f46cadc25e37.jpg,0.8331146240234375,0.8072877204729264,0.6768503471709263,0.9433371767418877,0.7055345098401552
117,58cc121d37fb7f1b4a5252024d88415936781e540252b8f734faeedd29b682d5.jpg,0.853240966796875,0.6864241001564945,0.5225614296351452,0.5316666666666666,0.9682671081677704
118,88678981648b184b23b6c04999f29210cbe351f85b61d2bf99e306fd67a2998a.jpg,0.9932403564453125,0.8916075360900416,0.8044150110375275,0.822202166064982,0.9738107963655799
119,c169a7782a69ea2f38f64d2739de189e88adbcfd4a829721def8c89ecabe8b71.jpg,0.7320556640625,0.13523096621688172,0.07251888237468969,0.07251888237468969,1.0
120,d256b32adda37f2301c9e46f34b7f9a36cce273256369ceb5dc2c73c3007e3c4.jpg,0.957855224609375,0.8852418148579027,0.7941110696980992,0.8569015444015444,0.9155207975249227
121,61dc249314d7b965eb4561ec739eab9b0f60af55c97b25ced8cb2a42a0be128e.jpg,0.97393798828125,0.9229450509789768,0.8569154728993884,0.8699608777002892,0.9828016910069177
122,2c840a94d216f5ef4e499b53ae885e9b022cbf639e004ec788436093837823b2.jpg,0.749237060546875,0.3050575101488498,0.17998103887031586,0.17998103887031586,1.0
123,7aa1aaa5e032a980f434c8ed63efb57ab0d338d6154c47f7bb75afdc89f43c04.jpg,0.9773712158203125,0.9042298999031321,0.8252003771805752,0.8611316113161132,0.951869476546567
124,2e172afb1f43b359f1f0208da9386aefe97c0c1afe202abfe6ec09cdca820990.jpg,0.9918212890625,0.947129611363188,0.899569046280682,0.9115245870514525,0.9856292342434818
125,a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d.jpg,0.8726654052734375,0.8671114862174946,0.7653987799049787,0.9425979781193741,0.8028189779730487
126,d1ba6089cae2f90cb7275ece10ca393c25f60ea17e5c9c3cea2399d31fd41869.jpg,0.9945831298828125,0.8892355694227768,0.800561797752809,0.8812615955473099,0.8973551637279596
127,a7a581e6760df4701941670e73d72533e3b0fbd7563488ad92772b41f7709710.jpg,0.97161865234375,0.9308190136130328,0.870590690878731,0.8916838879783368,0.9735470318213647
128,f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3.jpg,0.9852752685546875,0.5123799898938858,0.344429347826087,0.727403156384505,0.3954758190327613
129,8055957570d7b38f0acecdb56f3078a963a1a7307ca03fcca62212e0e95e5845.jpg,0.9920654296875,0.9595771144278606,0.9222952779438135,0.9389928495359805,0.9810840883802258
130,74a7785530687a11ecd073e772f90912d9967d02407a192bfab282c35f55ab94.jpg,0.6748504638671875,0.16490966806442764,0.08986460513389997,0.9655805415328133,0.0901533978918502
131,ed5be4b63e9506ad64660dd92a098ffcc0325195298c13c815a73773f1efc279.jpg,0.530517578125,0.47620020429009197,0.3125083791392948,0.9724655819774718,0.31529825510618154
132,cdab367b30db47061df837c1ae9fa875d6057614f797332d37d3513517d6c694.jpg,0.7559967041015625,0.2361595414377836,0.13388940042246655,0.13388940042246655,1.0
133,337b6eed0726f07531cd467cd62b6676c31a8c9e716bdbc49433986c022252cf.jpg,0.5214385986328125,0.4349925237348899,0.2779491665899254,0.9863562091503268,0.2790219325614181
